0,40,50,5,0,0,240,0,0,0
1,25,85,1,20,71,191,10,0,100
2,22,75,9,30,30,150,10,0,5
3,22,85,6,-20,64,184,10,6,0
4,20,80,1,40,151,161,0,0,107
5,20,85,0,-30,40,160,10,2,0
6,18,75,2,20,96,123,10,0,3
7,15,75,0,20,35,155,10,0,68
8,15,80,9,10,101,111,10,0,46
9,10,35,8,-40,101,111,10,11,0
10,10,40,4,30,123,144,10,0,17
11,8,40,5,40,69,79,10,0,9
12,8,45,3,-9,32,152,10,82,0
13,5,35,6,-10,152,162,10,14,0
14,5,45,3,10,35,117,10,0,13
15,2,40,5,20,68,78,10,0,97
16,0,40,2,20,59,114,0,0,103
17,0,45,2,-30,147,180,10,10,0
18,44,5,7,20,79,124,10,0,25
19,42,10,2,40,58,115,10,0,20
20,42,15,9,-40,111,162,10,19,0
21,40,5,9,-10,45,165,10,48,0
22,40,15,8,-16,94,119,10,65,0
23,38,5,6,-14,75,85,10,83,0
24,38,15,9,10,128,194,0,0,105
25,35,5,3,-20,171,181,10,18,0
26,95,30,0,30,58,171,10,0,30
27,95,35,0,20,60,93,10,0,50
28,92,30,6,-10,55,120,10,29,0
29,90,35,9,10,52,112,10,0,28
30,88,30,0,-30,75,102,10,26,0
31,88,35,2,20,50,170,10,0,34
32,87,30,8,10,116,175,10,0,80
33,85,25,1,10,51,85,10,0,76
34,85,35,6,-20,62,182,10,31,0
35,67,85,4,20,138,169,0,0,104
36,65,85,5,40,43,78,10,0,37
37,65,82,9,-40,69,189,10,36,0
38,62,80,3,30,85,95,10,0,43
39,60,80,0,10,36,74,10,0,40
40,60,85,5,-10,87,112,10,39,0
41,58,75,2,20,92,121,10,0,96
42,55,80,5,10,33,66,10,0,61
43,55,85,4,-30,117,168,10,38,0
44,55,82,7,10,74,84,10,0,70
45,20,82,7,10,37,72,10,0,79
46,18,80,9,-10,98,157,10,8,0
47,2,45,5,-9,38,109,10,98,0
48,42,5,4,10,64,184,10,0,21
49,42,12,1,10,109,128,10,0,77
50,72,35,7,-20,71,191,10,27,0
51,55,20,2,-6,69,126,10,63,0
52,25,30,1,-17,25,145,10,64,0
53,20,50,8,-6,101,111,10,90,0
54,55,60,4,16,127,180,10,0,93
55,30,60,8,16,150,160,0,0,101
56,50,35,6,-16,130,159,10,66,0
57,30,25,9,-6,82,139,10,95,0
58,15,10,7,-19,172,182,10,59,0
59,10,20,6,19,42,162,10,0,58
60,15,60,2,-5,137,202,10,73,0
61,45,65,9,-10,55,106,10,42,0
62,65,35,6,3,62,72,10,0,84
63,65,20,2,6,39,108,10,0,51
64,45,30,1,17,53,82,10,0,52
65,35,40,9,16,11,43,10,0,22
66,41,37,1,16,134,161,10,0,56
67,64,42,2,9,80,90,10,0,85
68,40,60,7,-20,144,173,10,7,0
69,31,52,4,27,51,61,10,0,88
70,35,69,1,-10,172,210,10,44,0
71,65,55,6,14,52,107,10,0,81
72,63,65,4,8,27,147,10,0,94
73,2,60,4,5,65,118,10,0,60
74,20,20,1,-15,151,161,10,99,0
75,5,5,5,-13,57,172,10,87,0
76,60,12,8,-10,85,95,10,33,0
77,23,3,8,-10,163,173,10,49,0
78,8,56,1,27,90,119,0,0,108
79,6,68,0,-10,99,109,10,45,0
80,47,47,0,-10,190,222,10,32,0
81,49,58,9,-14,80,121,10,71,0
82,27,43,0,9,14,134,10,0,12
83,37,31,2,14,19,139,10,0,23
84,57,29,1,-3,106,116,10,62,0
85,63,23,6,-9,42,162,10,67,0
86,21,24,6,-14,77,126,10,92,0
87,12,24,7,13,100,110,10,0,75
88,24,58,0,-27,67,96,10,69,0
89,67,5,5,25,105,177,0,0,102
90,37,47,2,6,74,127,10,0,53
91,49,42,1,13,97,217,0,0,106
92,53,43,6,14,15,25,10,0,86
93,61,52,9,-16,173,208,10,54,0
94,57,48,3,-8,50,170,10,72,0
95,56,37,0,6,20,140,10,0,57
96,55,54,3,-20,87,207,10,41,0
97,4,18,6,-20,112,157,10,15,0
98,26,52,0,9,14,134,10,0,47
99,26,35,0,15,87,97,10,0,74
100,31,67,9,-20,200,210,10,1,0
101,30,60,6,-16,150,160,10,55,0
102,67,5,2,-25,105,177,10,89,0
103,0,40,8,-20,59,114,10,16,0
104,67,85,4,-20,138,169,10,35,0
105,38,15,6,-10,128,194,10,24,0
106,49,42,6,-13,97,217,10,91,0
107,20,80,8,-40,151,161,10,4,0
108,8,56,0,-27,90,119,10,78,0
