0,48,51,1,0,0,1440,0,0,0
1,69,21,1,40,395,650,90,0,9
2,69,27,1,10,507,625,90,0,10
3,66,27,1,30,185,584,90,0,11
4,69,27,1,30,236,289,90,0,12
5,18,27,1,20,523,589,90,0,13
6,12,27,1,40,129,463,90,0,14
7,12,21,1,10,395,460,90,0,15
8,21,24,1,10,213,547,90,0,16
9,84,63,0,-40,1032,1319,90,1,0
10,81,63,0,-10,819,1126,90,2,0
11,75,63,0,-30,667,889,90,3,0
12,81,60,0,-30,667,922,90,4,0
13,27,63,0,-20,963,1163,90,5,0
14,27,57,0,-40,800,929,90,6,0
15,36,63,0,-10,1015,1238,90,7,0
16,33,54,0,-10,667,738,90,8,0
