0,51,42,1,0,0,1440,0,0,0
1,81,99,0,40,132,540,90,0,9
2,75,99,0,20,437,510,90,0,10
3,72,96,0,40,534,676,90,0,11
4,78,99,0,30,205,400,90,0,12
5,27,90,0,10,130,207,90,0,13
6,27,36,1,40,215,696,90,0,14
7,96,93,1,10,174,397,90,0,15
8,6,15,0,30,372,485,90,0,16
9,60,15,0,-40,987,1049,90,1,0
10,54,15,0,-20,920,1047,90,2,0
11,54,15,0,-40,914,1040,90,3,0
12,54,12,0,-30,559,684,90,4,0
13,39,30,1,-10,1084,1334,90,5,0
14,48,69,0,-40,1000,1258,90,6,0
15,57,60,0,-10,561,980,90,7,0
16,36,48,1,-30,685,843,90,8,0
