0,35,35,9,0,0,1000,0,0,0
1,41,49,3,10,0,974,10,0,74
2,35,17,9,-18,0,972,10,22,0
3,55,45,0,13,0,967,10,0,81
4,55,20,7,-16,620,860,10,27,0
5,15,30,0,26,0,969,10,0,38
6,25,30,6,3,345,585,10,0,80
7,20,50,2,5,0,968,10,0,93
8,10,43,3,9,323,563,10,0,83
9,55,60,1,-15,329,569,10,71,0
10,30,60,9,16,485,725,10,0,70
11,20,65,2,12,146,386,10,0,89
12,50,35,5,19,0,975,10,0,51
13,30,25,4,-7,639,879,10,84,0
14,15,10,4,20,32,272,10,0,98
15,30,5,7,-5,118,358,10,36,0
16,10,20,5,19,203,443,10,0,58
17,5,30,8,-3,682,922,10,60,0
18,20,40,6,-2,286,526,10,92,0
19,15,60,7,17,204,444,10,0,85
20,45,65,5,-9,504,744,10,29,0
21,45,20,4,11,0,971,10,0,25
22,45,10,8,18,332,572,10,0,2
23,55,5,4,29,146,386,10,0,54
24,65,35,7,-7,656,896,10,43,0
25,65,20,8,-11,716,956,10,21,0
26,45,30,5,17,0,978,10,0,67
27,35,40,6,16,60,300,10,0,4
28,41,37,5,16,65,305,10,0,79
29,64,42,6,9,132,372,10,0,20
30,40,60,4,-3,187,427,10,90,0
31,31,52,0,27,0,972,10,0,52
32,35,69,3,-10,599,839,10,63,0
33,53,52,7,11,24,264,10,0,78
34,65,55,4,14,0,953,10,0,66
35,63,65,6,-19,630,870,10,62,0
36,2,60,6,5,41,281,10,0,15
37,20,20,2,-9,0,968,10,88,0
38,5,5,2,-26,234,474,10,5,0
39,60,12,7,31,33,273,10,0,95
40,40,25,3,9,279,519,10,0,68
41,42,7,2,5,334,574,10,0,57
42,24,12,9,5,25,265,10,0,100
43,23,3,3,7,543,783,10,0,24
44,11,14,1,18,167,407,10,0,46
45,6,38,4,-16,29,269,10,82,0
46,2,48,8,-18,452,692,10,44,0
47,8,56,8,27,48,288,10,0,61
48,13,52,2,36,0,962,10,0,91
49,6,68,9,-28,401,641,10,59,0
50,47,47,2,13,0,973,10,0,99
51,49,58,7,-19,281,521,10,12,0
52,27,43,1,-27,0,978,10,31,0
53,37,31,7,-9,332,572,10,73,0
54,57,29,3,-29,568,808,10,23,0
55,63,23,6,-26,560,800,10,87,0
56,53,12,2,-12,519,759,10,97,0
57,32,12,1,-5,356,596,10,41,0
58,36,26,0,-19,740,980,10,16,0
59,21,24,8,28,0,972,10,0,49
60,17,34,0,3,672,912,10,0,17
61,12,24,1,-27,214,454,10,47,0
62,24,58,1,19,113,353,10,0,35
63,27,69,9,10,34,274,10,0,32
64,15,77,2,-20,154,394,10,65,0
65,62,77,2,20,49,289,10,0,64
66,49,73,9,-14,523,763,10,34,0
67,67,5,3,-17,228,468,10,26,0
68,56,39,5,-9,575,815,10,40,0
69,37,47,5,6,108,348,10,0,76
70,37,56,1,-16,728,968,10,10,0
71,57,68,1,15,198,438,10,0,9
72,47,16,6,25,0,967,10,0,96
73,44,17,7,9,234,474,10,0,53
74,46,13,2,-10,622,862,10,1,0
75,49,11,5,18,0,962,10,0,77
76,49,42,9,-6,212,452,10,69,0
77,53,43,8,-18,730,970,10,75,0
78,61,52,3,-11,322,562,10,33,0
79,57,48,9,-16,307,547,10,28,0
80,56,37,3,-3,728,968,10,6,0
81,55,54,9,-13,314,554,10,3,0
82,15,47,9,16,0,966,10,0,45
83,14,37,7,-9,0,968,10,8,0
84,11,31,9,7,354,594,10,0,13
85,16,22,4,-17,0,966,10,19,0
86,4,18,1,35,307,547,10,0,94
87,28,18,2,26,314,554,10,0,55
88,26,52,6,9,214,454,10,0,37
89,26,35,1,-12,718,958,10,11,0
90,31,67,3,3,320,560,10,0,30
91,15,19,2,-36,0,964,10,48,0
92,22,22,2,2,18,258,10,0,18
93,18,24,4,-5,729,969,10,7,0
94,26,27,4,-35,0,977,10,86,0
95,25,24,5,-31,0,975,10,39,0
96,22,27,2,-25,0,974,10,72,0
97,25,21,7,12,523,763,10,0,56
98,19,21,5,-20,0,968,10,14,0
99,20,26,8,-13,263,503,10,50,0
100,18,18,1,-5,725,965,10,42,0
