0,40,50,4,0,0,1236,0,0,0
1,45,68,8,10,760,1120,90,0,75
2,45,70,6,-10,668,1028,90,9,0
3,42,66,0,-10,16,376,90,5,0
4,42,68,6,-20,575,935,90,7,0
5,42,65,4,10,15,375,90,0,3
6,40,69,6,-10,482,842,90,11,0
7,40,66,3,20,18,378,90,0,4
8,38,68,5,20,110,470,90,0,10
9,38,70,2,10,390,750,90,0,2
10,35,66,2,-20,204,564,90,8,0
11,35,69,1,10,297,657,90,0,6
12,25,85,9,-10,507,867,90,19,0
13,22,75,5,30,30,390,90,0,14
14,22,85,2,-30,414,774,90,13,0
15,20,80,0,-20,227,587,90,17,0
16,20,85,6,-20,322,682,90,18,0
17,18,75,9,20,33,393,90,0,15
18,15,75,6,20,37,397,90,0,16
19,15,80,7,10,132,492,90,0,12
20,30,50,1,10,10,370,90,0,24
21,30,52,1,-10,760,1120,90,23,0
22,28,52,6,-20,668,1028,90,28,0
23,28,55,8,10,575,935,90,0,21
24,25,50,8,-10,15,375,90,20,0
25,25,52,2,40,17,377,90,0,30
26,25,55,2,-10,482,842,90,29,0
27,23,52,2,10,109,469,0,0,105
28,23,55,3,20,390,750,90,0,22
29,20,50,2,10,202,562,90,0,26
30,20,55,3,-40,297,657,90,25,0
31,10,35,0,-40,39,399,90,33,0
32,10,40,8,30,31,391,90,0,37
33,8,40,2,40,33,393,90,0,31
34,8,45,7,-30,604,964,90,38,0
35,5,35,5,10,134,494,90,0,39
36,5,45,9,10,511,871,0,0,103
37,2,40,4,-30,229,589,90,32,0
38,0,40,5,30,321,681,90,0,34
39,0,45,1,-10,416,776,90,35,0
40,35,30,6,-10,113,473,90,41,0
41,35,32,4,10,21,381,90,0,40
42,33,32,2,-10,19,379,90,43,0
43,33,35,5,10,16,376,90,0,42
44,32,30,8,10,206,566,90,0,45
45,30,30,5,-10,391,751,90,44,0
46,30,32,8,30,299,659,90,0,51
47,30,35,2,-10,767,1127,90,50,0
48,28,30,6,10,483,843,0,0,106
49,28,35,8,-10,766,1126,90,52,0
50,26,32,4,10,668,1028,90,0,47
51,25,30,3,-30,576,936,90,46,0
52,25,35,6,10,761,1121,90,0,49
53,44,5,5,20,137,497,90,0,58
54,42,10,6,40,42,402,90,0,56
55,42,15,7,-40,35,395,90,57,0
56,40,5,8,-40,231,591,90,54,0
57,40,15,4,40,35,395,90,0,55
58,38,5,6,-20,323,683,90,53,0
59,38,15,6,-20,516,876,90,60,0
60,35,5,1,20,416,776,90,0,59
61,50,30,2,10,391,751,90,0,69
62,50,35,2,-10,110,470,90,65,0
63,50,40,0,50,15,375,90,0,74
64,48,30,9,-10,483,843,90,67,0
65,48,40,9,10,12,372,90,0,62
66,47,35,8,-10,671,1031,90,68,0
67,47,40,1,10,12,372,90,0,64
68,45,30,3,10,576,936,90,0,66
69,45,35,9,-10,763,1123,90,61,0
70,95,30,9,30,242,602,90,0,73
71,95,35,8,-10,147,507,90,76,0
72,53,30,1,10,298,658,0,0,101
73,92,30,4,-30,335,695,90,70,0
74,53,35,9,-50,203,563,90,63,0
75,45,65,2,-10,770,1130,90,1,0
76,90,35,6,10,52,412,90,0,71
77,88,30,1,10,429,789,0,0,102
78,88,35,0,-30,50,410,90,81,0
79,87,30,0,10,520,880,90,0,80
80,85,25,1,-10,615,975,90,79,0
81,85,35,5,30,47,407,90,0,78
82,75,55,7,-10,215,575,90,83,0
83,72,55,5,10,122,482,90,0,82
84,70,58,1,-10,311,671,90,86,0
85,68,60,7,30,404,764,90,0,91
86,66,55,5,10,26,386,90,0,84
87,65,55,9,20,25,385,90,0,89
88,65,60,4,-10,497,857,90,90,0
89,63,58,7,-20,590,950,90,87,0
90,60,55,3,10,20,380,90,0,88
91,60,60,2,-30,683,1043,90,85,0
92,67,85,8,20,225,585,90,0,100
93,65,85,8,-20,317,677,90,98,0
94,65,82,1,-30,131,491,90,95,0
95,62,80,8,30,38,398,90,0,94
96,60,80,2,10,36,396,0,0,104
97,60,85,0,30,412,772,90,0,99
98,58,75,2,20,30,390,90,0,93
99,55,80,8,-30,602,962,90,97,0
100,55,85,6,-20,507,867,90,92,0
101,53,30,9,-10,298,658,90,72,0
102,88,30,3,-10,429,789,90,77,0
103,5,45,7,-10,511,871,90,36,0
104,60,80,6,-10,36,396,90,96,0
105,23,52,4,-10,109,469,90,27,0
106,28,30,0,-10,483,843,90,48,0
